aa,0.04133983850479126
bb,0.044933640956878663
cc,0.041869723796844484
dd,0.05541893243789673
ee,0.04902616739273071
ff,0.0456576943397522
gg,0.04383044242858887
hh,0.08058019876480102
ii,0.07430216073989868
jj,0.07990791797637939
kk,0.06575906276702881
ll,0.04228696823120117
mm,0.047845196723937986
nn,0.04538099765777588
oo,0.04461272954940796
pp,0.04921090602874756
qq,0.04780137538909912
rr,0.04744710922241211
ss,0.045631015300750734
tt,0.045625579357147214
uu,0.0452595591545105
vv,0.12380930185317993
ww,0.08363829851150513
xx,0.07738209962844848
yy,0.04473360776901245
zz,0.04631119966506958
AA,0.04667733907699585
BB,0.050351178646087645
CC,0.046561598777770996
DD,0.042801153659820554
EE,0.05006202459335327
FF,0.0464018702507019
GG,0.04344649314880371
HH,0.04173178672790527
II,0.06691083908081055
JJ,0.08947185277938843
KK,0.07579861879348755
LL,0.06936362981796265
MM,0.04366580247879028
NN,0.04750880002975464
OO,0.048971009254455564
PP,0.047339797019958496
QQ,0.04507482051849365
RR,0.04472804069519043
SS,0.04834661483764648
TT,0.050388216972351074
UU,0.055332744121551515
VV,0.06247895956039429
WW,0.0946457028388977
XX,0.08749457597732543
YY,0.06842864751815796
ZZ,0.047785496711730956
!!,0.08183575868606567
"""""",0.12268526554107666
##,0.07119625806808472
$$,0.050078177452087404
%%,0.04508006572723389
&&,0.04509727954864502
'',0.07574645280838013
((,0.09025111198425292
)),0.08415042161941529
**,0.059874773025512695
++,0.045077598094940184
",,",0.05483300685882568
--,0.05115048885345459
..,0.043719589710235596
//,0.04053561687469483
::,0.044907796382904056
;;,0.045719826221466066
<<,0.049586355686187744
==,0.049204564094543456
>>,0.06653885841369629
??,0.08173658847808837
@@,0.07505728006362915
[[,0.08444713354110718
\\,0.04274085760116577
]],0.04855345487594605
^^,0.043395054340362546
__,0.0451126217842102
``,0.04279245138168335
{{,0.04336516857147217
||,0.041296207904815675
}},0.04494551420211792
~~,0.04604344367980957
